ID,Marital Status,Gender,Yearly Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Bike Buyer
17291,Single,Male,80000,5,Graduate Degree,Management,Yes,3,2,Pacific,40,No
17292,Single,Female,80000,5,Graduate Degree,Management,Yes,3,3,Pacific,40,No
17296,Single,Female,60000,3,Bachelors,Professional,No,1,5,Pacific,40,No
17297,Single,Male,70000,0,Bachelors,Professional,No,1,6,Pacific,38,No
17298,Single,Male,70000,0,Bachelors,Professional,No,1,7,Pacific,38,No
17300,Single,Male,70000,0,Bachelors,Professional,No,1,1,Pacific,41,No
17301,Single,Male,60000,0,Bachelors,Professional,Yes,1,2,Pacific,42,No
17302,Single,Female,60000,0,Bachelors,Professional,Yes,1,1,Pacific,42,No
17303,Married,Male,60000,3,Bachelors,Professional,Yes,2,1,Pacific,42,No
17304,Single,Female,60000,2,Bachelors,Professional,Yes,2,2,Pacific,42,No
28881,Married,Male,110000,4,Partial College,Professional,Yes,4,7,Europe,50,No
17306,Single,Male,60000,2,Bachelors,Professional,No,2,8,Pacific,43,No
17307,Married,Male,90000,3,Bachelors,Professional,Yes,0,9,Pacific,39,No
17311,Single,Female,100000,0,Bachelors,Professional,No,1,2,Pacific,40,No
17313,Single,Female,110000,0,Graduate Degree,Management,No,3,3,Pacific,40,No
17314,Single,Female,110000,0,Graduate Degree,Management,No,3,5,Pacific,40,No
17316,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,6,Pacific,45,No
17317,Single,Female,70000,0,Bachelors,Professional,No,1,7,Pacific,41,No
17318,Married,Female,80000,5,Bachelors,Professional,Yes,4,1,Pacific,40,No
17319,Single,Female,70000,0,Bachelors,Professional,No,1,1,Pacific,42,No
17321,Married,Female,70000,0,Bachelors,Professional,No,1,2,Pacific,42,No
17322,Single,Male,70000,0,Bachelors,Professional,No,1,7,Pacific,42,No
17323,Married,Male,100000,0,Bachelors,Professional,Yes,1,8,Pacific,47,No
17324,Married,Female,100000,0,Bachelors,Professional,Yes,1,9,Pacific,46,No
17325,Married,Female,70000,0,Bachelors,Professional,No,1,2,Pacific,42,No
17327,Single,Female,70000,0,Bachelors,Professional,No,1,3,Pacific,43,No
17330,Married,Female,70000,4,Bachelors,Professional,Yes,2,5,Pacific,44,No
17331,Married,Male,70000,4,Partial College,Skilled Manual,No,2,6,Pacific,44,No
17333,Single,Female,70000,0,Partial College,Skilled Manual,Yes,1,7,Pacific,49,No
29268,Married,Male,90000,3,High School,Professional,Yes,3,1,North America,46,No
17336,Single,Male,30000,0,High School,Skilled Manual,No,2,2,North America,30,No
17337,Single,Male,40000,0,High School,Skilled Manual,Yes,1,1,North America,31,No
17338,Married,Female,40000,0,High School,Skilled Manual,Yes,2,1,North America,30,No
17339,Single,Male,40000,0,High School,Skilled Manual,No,2,2,North America,30,No
17340,Single,Female,30000,0,High School,Skilled Manual,Yes,2,7,North America,26,No
17341,Single,Male,30000,0,High School,Skilled Manual,No,2,8,North America,25,No
28944,Married,Female,90000,0,Bachelors,Professional,No,3,9,Pacific,33,No
17343,Single,Male,30000,0,Partial High School,Clerical,No,2,2,North America,28,No
17344,Single,Male,40000,0,High School,Skilled Manual,Yes,2,3,North America,27,No
17346,Married,Male,30000,0,Partial College,Clerical,No,2,5,Pacific,68,No
17347,Single,Female,30000,0,Partial High School,Clerical,No,2,6,North America,29,No
17348,Single,Female,30000,0,Partial High School,Clerical,No,2,7,North America,29,No
17349,Married,Female,40000,0,High School,Skilled Manual,Yes,2,1,North America,26,No
17350,Single,Female,40000,0,Bachelors,Management,Yes,2,2,Pacific,67,No
17355,Married,Male,10000,0,High School,Skilled Manual,Yes,2,1,Pacific,62,No
17356,Single,Female,40000,0,High School,Skilled Manual,No,2,1,North America,30,No
17357,Married,Male,40000,0,High School,Skilled Manual,Yes,2,2,North America,30,No
17359,Married,Female,40000,0,High School,Skilled Manual,Yes,2,7,North America,31,No
17360,Married,Male,40000,0,High School,Skilled Manual,Yes,2,8,North America,31,No
17366,Married,Male,90000,4,Bachelors,Management,Yes,0,9,North America,37,No
17367,Married,Female,80000,3,Bachelors,Management,Yes,0,2,North America,43,No
17368,Single,Female,90000,4,Partial College,Skilled Manual,No,3,3,North America,38,No
17369,Single,Male,30000,0,Partial College,Skilled Manual,Yes,1,5,North America,27,No
29107,Single,Female,40000,0,High School,Skilled Manual,Yes,2,6,North America,31,No
17374,Single,Male,40000,0,Partial High School,Clerical,Yes,2,7,North America,28,No
17375,Married,Female,10000,1,Partial High School,Clerical,Yes,2,1,Pacific,59,No
17376,Single,Female,40000,0,Partial College,Skilled Manual,No,1,1,North America,28,No
17377,Single,Female,40000,0,Partial College,Skilled Manual,No,1,2,North America,28,No
17378,Married,Male,40000,0,Partial College,Skilled Manual,Yes,1,7,North America,28,No
17379,Single,Female,40000,0,Partial College,Skilled Manual,No,1,8,North America,28,No
17380,Single,Male,40000,0,Partial College,Skilled Manual,Yes,1,9,North America,28,No
17381,Married,Female,20000,0,High School,Skilled Manual,Yes,2,2,Pacific,60,No
17382,Married,Male,60000,1,Graduate Degree,Skilled Manual,Yes,0,3,North America,35,No
17383,Married,Male,60000,1,Graduate Degree,Skilled Manual,Yes,0,5,North America,35,No
17385,Married,Female,60000,1,Graduate Degree,Skilled Manual,Yes,0,6,North America,35,No
17387,Married,Male,50000,1,Graduate Degree,Skilled Manual,Yes,0,7,North America,34,No
17390,Married,Male,60000,0,Graduate Degree,Skilled Manual,Yes,0,1,North America,34,No
17391,Single,Female,100000,2,Partial College,Professional,Yes,0,2,North America,42,No
17392,Married,Male,100000,2,Partial College,Professional,Yes,0,1,North America,42,No
17394,Single,Female,130000,2,Graduate Degree,Management,No,2,1,North America,42,No
17395,Single,Female,130000,2,Graduate Degree,Management,No,2,2,North America,42,No
17396,Married,Male,130000,2,Graduate Degree,Management,Yes,2,7,North America,42,No
17397,Married,Female,130000,2,Graduate Degree,Management,Yes,3,8,North America,42,No
17406,Married,Female,60000,0,Graduate Degree,Management,Yes,2,9,North America,72,No
17407,Married,Female,80000,0,Graduate Degree,Management,Yes,2,2,North America,72,No
17408,Married,Male,130000,2,Graduate Degree,Management,Yes,3,3,North America,72,No
17409,Single,Female,80000,3,Partial College,Professional,Yes,2,5,North America,43,No
17410,Married,Female,80000,3,Partial College,Professional,Yes,2,6,North America,43,No
17411,Married,Female,80000,3,Partial College,Professional,Yes,2,7,North America,43,No
29177,Married,Male,70000,0,Graduate Degree,Management,Yes,1,1,North America,77,No
17419,Married,Female,110000,2,Bachelors,Management,Yes,4,2,North America,43,No
17422,Married,Male,80000,4,Partial College,Professional,Yes,2,1,North America,44,No
17426,Single,Female,110000,3,Bachelors,Management,No,1,1,North America,44,No
17428,Single,Male,130000,2,Bachelors,Management,No,4,2,North America,44,No
17429,Married,Male,80000,4,Partial College,Professional,Yes,3,7,North America,45,No
17430,Married,Male,80000,4,Partial College,Professional,Yes,3,8,North America,45,No
17431,Married,Female,80000,4,Partial College,Professional,Yes,3,9,North America,45,No
17432,Married,Female,90000,3,High School,Professional,Yes,2,2,North America,45,No
17434,Married,Female,110000,3,Partial College,Professional,No,4,3,North America,45,No
17435,Single,Male,170000,0,Graduate Degree,Management,No,4,5,North America,45,No
17436,Married,Male,60000,0,High School,Professional,No,2,6,North America,51,No
17437,Married,Female,60000,0,High School,Professional,No,2,7,North America,51,No
17438,Married,Male,60000,0,High School,Professional,No,2,1,North America,51,No
17440,Single,Male,80000,0,Partial High School,Skilled Manual,No,2,1,North America,52,No
17442,Married,Male,30000,0,High School,Professional,No,2,2,North America,71,No
17444,Single,Female,50000,0,Graduate Degree,Management,Yes,2,7,North America,71,No
17447,Married,Female,80000,0,Graduate Degree,Management,Yes,2,8,North America,71,No
17448,Married,Male,120000,3,Graduate Degree,Management,Yes,4,9,North America,71,No
17449,Married,Male,60000,0,Graduate Degree,Management,Yes,2,2,North America,70,No
29320,Married,Male,70000,4,Partial College,Skilled Manual,No,3,3,Pacific,46,No
17451,Married,Female,90000,3,High School,Professional,Yes,3,5,North America,46,No
17452,Married,Male,90000,3,High School,Professional,Yes,3,6,North America,46,No
17454,Married,Male,110000,3,Partial College,Professional,No,4,7,North America,46,No
17455,Married,Male,110000,3,Partial College,Professional,Yes,4,1,North America,46,No
17456,Married,Male,80000,0,Partial High School,Skilled Manual,Yes,2,2,North America,52,No
17457,Married,Female,60000,0,Partial High School,Skilled Manual,No,2,1,North America,52,No
17459,Married,Female,70000,1,High School,Professional,Yes,0,1,North America,52,No
17466,Married,Male,60000,0,Graduate Degree,Management,Yes,2,2,North America,69,No
17467,Single,Male,60000,0,Graduate Degree,Management,Yes,2,7,North America,69,No
17468,Married,Male,60000,0,Graduate Degree,Management,Yes,2,8,North America,69,No
17469,Married,Male,60000,0,Graduate Degree,Management,No,2,9,North America,69,No
17471,Single,Female,80000,0,Graduate Degree,Management,Yes,2,2,North America,68,No
17472,Single,Female,60000,0,Graduate Degree,Management,Yes,2,3,North America,67,No
17473,Married,Female,60000,0,Graduate Degree,Management,No,2,5,North America,67,No
17479,Married,Female,10000,1,Partial High School,Clerical,Yes,2,6,Pacific,58,No
17481,Single,Female,40000,0,Partial High School,Clerical,Yes,2,7,North America,29,No
17482,Single,Female,40000,0,Partial High School,Clerical,Yes,2,1,North America,29,No
17483,Single,Male,40000,0,Partial High School,Clerical,No,2,2,North America,29,No
17484,Married,Male,20000,0,High School,Skilled Manual,Yes,2,1,Pacific,58,No
17485,Married,Male,30000,0,Partial College,Skilled Manual,Yes,1,1,North America,29,No
17486,Single,Female,30000,0,Partial College,Skilled Manual,No,1,2,North America,28,No
17487,Single,Male,30000,0,Partial College,Skilled Manual,Yes,1,7,North America,29,No
17488,Single,Male,40000,0,Partial College,Skilled Manual,No,2,8,North America,29,No
17489,Single,Male,60000,0,Partial College,Skilled Manual,No,2,9,North America,28,No
17490,Single,Female,60000,0,Partial College,Skilled Manual,No,2,2,North America,29,No
17491,Single,Male,60000,0,Partial College,Skilled Manual,Yes,2,3,North America,30,No
17492,Single,Female,60000,0,Partial College,Skilled Manual,No,2,5,North America,30,No
17493,Married,Female,10000,1,Partial High School,Clerical,Yes,2,6,Pacific,56,No
17494,Married,Male,20000,1,Partial High School,Clerical,Yes,2,7,Pacific,57,No
17495,Married,Male,20000,1,Partial High School,Clerical,Yes,2,1,Pacific,57,No
17496,Married,Female,20000,1,Partial High School,Clerical,Yes,2,1,Pacific,56,No
17500,Single,Male,30000,0,High School,Skilled Manual,Yes,2,2,Pacific,54,No
17501,Married,Male,30000,0,High School,Skilled Manual,Yes,2,7,Pacific,54,No
17503,Married,Female,40000,0,Partial High School,Clerical,No,2,8,Pacific,52,No
17505,Single,Male,30000,0,High School,Skilled Manual,Yes,2,9,North America,30,No
17506,Married,Female,60000,0,Partial College,Skilled Manual,Yes,2,2,North America,33,No
17507,Married,Female,60000,0,Partial College,Professional,Yes,2,3,North America,33,No
17509,Single,Female,60000,0,Partial College,Professional,No,2,5,North America,30,No
17516,Single,Male,80000,0,Bachelors,Management,No,1,6,North America,33,No
17517,Single,Male,80000,0,Bachelors,Management,Yes,1,7,North America,33,No
17519,Married,Female,60000,0,Partial College,Professional,Yes,2,1,North America,32,No
17520,Single,Male,60000,0,Partial College,Professional,Yes,2,2,North America,32,No
17522,Married,Male,120000,2,Bachelors,Management,Yes,1,1,Pacific,47,No
17523,Married,Male,130000,1,Graduate Degree,Management,Yes,4,1,North America,40,No
17525,Married,Male,130000,1,Graduate Degree,Management,Yes,4,2,North America,48,No
17526,Single,Male,60000,0,High School,Professional,Yes,2,7,North America,49,No
17527,Single,Female,60000,0,High School,Professional,Yes,2,8,North America,49,No
17528,Married,Female,70000,1,Partial College,Professional,Yes,0,9,North America,49,No
17529,Married,Female,90000,1,Partial College,Professional,Yes,0,2,North America,49,No
17530,Married,Male,60000,0,High School,Professional,No,2,3,North America,50,No
17531,Married,Male,60000,0,High School,Professional,No,2,5,North America,50,No
17532,Married,Male,60000,0,High School,Professional,No,2,6,North America,50,No
17534,Single,Male,90000,5,Partial College,Professional,No,3,7,North America,40,No
17538,Single,Female,160000,0,Graduate Degree,Management,Yes,4,1,North America,41,No
17539,Married,Female,80000,3,Bachelors,Management,Yes,1,2,North America,42,No
17540,Married,Female,40000,3,High School,Skilled Manual,Yes,2,1,North America,44,No
17541,Married,Female,40000,3,High School,Skilled Manual,Yes,2,1,North America,43,No
17547,Married,Male,40000,3,High School,Skilled Manual,Yes,3,2,North America,45,No
17549,Married,Male,60000,0,Graduate Degree,Management,Yes,2,7,North America,64,No
17550,Single,Male,60000,0,Graduate Degree,Management,Yes,2,8,North America,64,No
17551,Married,Female,60000,0,Graduate Degree,Management,Yes,2,9,North America,64,No
17554,Married,Female,60000,0,Graduate Degree,Management,Yes,2,2,North America,63,No
17556,Married,Female,30000,0,Partial High School,Clerical,No,2,3,North America,62,No
17560,Married,Female,60000,0,Graduate Degree,Skilled Manual,Yes,0,5,North America,34,No
17562,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,6,North America,33,No
17569,Single,Female,60000,0,Graduate Degree,Professional,Yes,0,7,North America,36,No
17570,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,1,North America,36,No
17577,Single,Male,60000,0,Graduate Degree,Professional,Yes,0,1,North America,37,No
17578,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,2,North America,36,No
17579,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,7,North America,35,No
17583,Single,Female,70000,2,Bachelors,Skilled Manual,No,1,8,North America,38,No
17584,Single,Female,70000,2,Bachelors,Skilled Manual,No,1,9,North America,38,No
17585,Single,Male,70000,2,Bachelors,Skilled Manual,No,1,2,North America,38,No
17587,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,3,North America,36,No
17588,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,5,North America,36,No
17589,Single,Female,60000,0,Graduate Degree,Professional,Yes,0,6,North America,36,No
17590,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,7,North America,36,No
17598,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,1,North America,40,No
17599,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,2,North America,40,No
17601,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,1,North America,40,No
17602,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,1,North America,40,No
17603,Married,Female,70000,0,Graduate Degree,Professional,Yes,0,2,North America,37,No
17605,Married,Male,70000,5,Graduate Degree,Professional,Yes,2,7,North America,37,No
17606,Married,Female,70000,5,Graduate Degree,Professional,Yes,2,8,North America,37,No
17607,Single,Male,40000,0,Bachelors,Professional,No,1,9,North America,41,No
17610,Single,Female,80000,3,Bachelors,Skilled Manual,Yes,1,2,North America,41,No
17611,Single,Male,80000,3,Bachelors,Skilled Manual,No,2,3,North America,41,No
17616,Single,Male,60000,4,Bachelors,Skilled Manual,No,2,5,North America,42,No
17618,Married,Male,60000,4,Bachelors,Skilled Manual,Yes,3,6,North America,42,No
17619,Married,Female,60000,4,Partial High School,Skilled Manual,Yes,0,7,North America,83,No
17628,Single,Male,10000,0,Partial High School,Manual,Yes,2,1,Europe,34,No
17630,Married,Male,40000,1,Bachelors,Skilled Manual,Yes,1,2,Europe,33,No
17631,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,1,1,Europe,33,No
29049,Single,Female,40000,0,High School,Skilled Manual,Yes,2,1,North America,27,No
17637,Single,Male,30000,0,High School,Manual,No,1,2,Europe,34,No
17638,Single,Male,30000,0,High School,Manual,Yes,1,7,Europe,34,No
17640,Married,Female,30000,0,High School,Manual,Yes,1,8,Europe,89,No
17642,Single,Male,20000,0,Partial High School,Manual,No,2,9,Europe,35,No
17643,Single,Male,20000,0,Partial High School,Manual,Yes,2,2,Europe,35,No
17645,Single,Male,30000,0,High School,Manual,No,1,3,Europe,35,No
17649,Single,Male,40000,2,Partial College,Clerical,Yes,1,5,Europe,35,No
17650,Single,Female,40000,2,Partial College,Clerical,Yes,2,6,Europe,36,No
17652,Married,Male,50000,0,Graduate Degree,Skilled Manual,No,0,7,Europe,36,No
17653,Single,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,1,Europe,36,No
17657,Married,Male,40000,4,Partial College,Clerical,No,0,1,North America,30,No
17658,Married,Female,20000,0,High School,Manual,No,2,2,North America,77,No
17663,Married,Female,30000,0,High School,Clerical,No,2,7,North America,51,No
17665,Married,Male,30000,0,High School,Clerical,No,2,8,North America,51,No
17673,Married,Female,40000,0,Partial College,Clerical,Yes,1,9,North America,50,No
17674,Married,Male,30000,0,High School,Skilled Manual,No,2,2,North America,48,No
17675,Married,Female,30000,0,High School,Skilled Manual,No,2,3,North America,49,No
17679,Married,Male,40000,0,Partial College,Clerical,Yes,1,5,North America,48,No
17680,Married,Female,40000,0,Partial College,Clerical,Yes,1,6,North America,48,No
17682,Single,Female,80000,0,Graduate Degree,Skilled Manual,Yes,0,7,North America,48,No
17683,Single,Female,80000,0,Graduate Degree,Skilled Manual,Yes,0,1,North America,48,No
17684,Single,Female,80000,0,Graduate Degree,Skilled Manual,Yes,0,2,North America,48,No
17685,Single,Female,80000,0,Graduate Degree,Skilled Manual,Yes,0,1,North America,48,No
17686,Single,Male,60000,0,Graduate Degree,Skilled Manual,Yes,0,1,North America,47,No
17687,Married,Male,60000,0,Graduate Degree,Skilled Manual,Yes,0,2,North America,47,No
17688,Married,Male,60000,0,Graduate Degree,Skilled Manual,Yes,0,7,North America,46,No
17689,Single,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,8,North America,34,No
17692,Single,Female,50000,0,Graduate Degree,Skilled Manual,No,0,9,North America,33,No
17693,Single,Male,50000,0,Graduate Degree,Skilled Manual,Yes,0,2,North America,33,No
17694,Single,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,3,North America,33,No
17695,Single,Male,50000,0,Graduate Degree,Skilled Manual,Yes,0,5,North America,33,No
29288,Married,Male,60000,4,Bachelors,Professional,No,2,6,Pacific,42,No
17697,Single,Male,50000,0,Graduate Degree,Skilled Manual,Yes,0,7,North America,34,No
17698,Married,Male,60000,0,Graduate Degree,Skilled Manual,Yes,0,1,North America,34,No
17699,Married,Male,60000,0,Graduate Degree,Skilled Manual,No,0,2,North America,35,No
17701,Married,Female,10000,0,Graduate Degree,Manual,Yes,0,1,Europe,53,No
17702,Married,Male,10000,0,Graduate Degree,Manual,Yes,0,1,Europe,38,No
17703,Married,Female,10000,0,Graduate Degree,Manual,Yes,0,2,Europe,40,No
17704,Married,Male,10000,0,Graduate Degree,Manual,Yes,0,7,Europe,44,No
29436,Single,Female,10000,0,Bachelors,Manual,No,0,8,Europe,45,No
17706,Married,Male,10000,0,Bachelors,Manual,Yes,0,9,Europe,45,No
17707,Single,Female,10000,0,Bachelors,Manual,Yes,0,2,Europe,45,No
17708,Married,Male,20000,0,Graduate Degree,Clerical,Yes,0,3,Europe,45,No
17709,Married,Male,20000,0,Graduate Degree,Clerical,Yes,0,5,Europe,45,No
17710,Married,Female,30000,0,Graduate Degree,Clerical,Yes,0,6,Europe,70,No
17711,Married,Female,20000,0,Graduate Degree,Clerical,Yes,0,7,Europe,45,No
17712,Single,Male,10000,0,Bachelors,Manual,Yes,0,1,Europe,48,No
17713,Single,Male,10000,0,Partial College,Manual,Yes,0,1,Europe,50,No
17718,Married,Female,20000,0,Graduate Degree,Clerical,Yes,0,2,Europe,69,No
17719,Married,Male,10000,0,Bachelors,Clerical,Yes,1,7,Europe,68,No
17721,Married,Female,10000,0,Partial College,Manual,Yes,1,8,Europe,65,No
17723,Married,Male,30000,0,Bachelors,Clerical,Yes,0,9,Europe,64,No
17724,Married,Female,10000,0,Partial College,Manual,Yes,1,2,Pacific,26,No
17727,Married,Female,10000,0,Partial College,Manual,Yes,1,3,Pacific,27,No
17729,Married,Male,10000,0,Partial College,Manual,No,1,5,Pacific,28,No
17731,Married,Female,10000,0,Partial College,Manual,No,1,6,Pacific,28,No
17737,Married,Female,20000,0,Partial College,Manual,Yes,0,7,Europe,63,No
17738,Single,Male,20000,0,Partial College,Manual,Yes,0,1,Europe,63,No
17740,Single,Female,20000,1,Partial College,Manual,No,0,2,Europe,45,No
17745,Married,Female,20000,1,Partial College,Manual,Yes,0,1,Europe,46,No
17746,Married,Male,20000,1,Partial College,Manual,Yes,0,1,Europe,46,No
17748,Single,Male,10000,1,High School,Manual,No,1,2,Europe,47,No
17749,Married,Female,10000,1,High School,Manual,Yes,1,7,Europe,47,No
17751,Single,Male,20000,0,Partial College,Manual,Yes,1,8,Europe,48,No
17757,Single,Male,20000,0,Partial College,Manual,Yes,1,9,Europe,36,No
29353,Married,Male,50000,3,Bachelors,Skilled Manual,Yes,3,2,North America,41,No
17759,Single,Male,20000,0,Partial College,Manual,No,1,3,Europe,36,No
17760,Single,Female,20000,0,Partial College,Manual,No,1,5,Europe,36,No
17763,Single,Female,20000,0,Partial College,Manual,No,1,6,Europe,37,No
17771,Married,Female,10000,0,Partial College,Manual,No,2,7,Europe,54,No
17774,Married,Female,20000,1,Partial College,Manual,Yes,0,1,Europe,38,No
17776,Single,Female,20000,1,Partial College,Manual,No,1,2,Europe,38,No
17783,Single,Female,10000,3,Partial High School,Manual,Yes,1,1,Europe,39,No
17785,Married,Male,20000,1,Partial College,Manual,Yes,1,1,Europe,39,No
17786,Single,Female,20000,1,Partial College,Manual,No,1,2,Europe,39,No
17788,Married,Male,20000,1,High School,Manual,Yes,1,7,Europe,39,No
17791,Married,Female,30000,1,Bachelors,Clerical,Yes,1,8,Europe,38,No
17797,Single,Female,20000,2,High School,Manual,Yes,0,9,Europe,41,No
17800,Single,Female,20000,2,High School,Manual,Yes,1,2,Europe,41,No
17801,Single,Female,20000,2,High School,Manual,Yes,1,3,Europe,41,No
17802,Single,Male,10000,3,Partial High School,Manual,Yes,2,5,Europe,42,No
17804,Single,Female,10000,2,Partial High School,Manual,Yes,1,6,Europe,42,No
17805,Single,Male,20000,2,High School,Manual,Yes,2,7,Europe,42,No
17806,Married,Male,20000,2,High School,Manual,No,2,1,Europe,42,No
17807,Single,Male,20000,2,High School,Manual,Yes,2,1,Europe,42,No
17808,Single,Female,10000,2,Partial High School,Manual,Yes,2,2,Europe,43,No
17809,Single,Male,10000,2,Partial High School,Manual,Yes,2,7,Europe,43,No
17810,Married,Male,10000,2,Partial High School,Manual,No,2,8,Europe,43,No
17814,Married,Female,30000,2,Partial College,Clerical,No,0,9,Europe,43,No
17816,Single,Female,20000,0,Partial College,Clerical,Yes,1,2,Europe,72,No
17817,Married,Female,30000,0,Bachelors,Skilled Manual,Yes,1,3,Europe,72,No
17818,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,5,Europe,41,No
17819,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,6,Europe,41,No
28972,Single,Female,60000,0,Graduate Degree,Management,Yes,2,7,North America,67,No
17821,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,1,Europe,42,No
17822,Single,Female,30000,2,Partial College,Clerical,Yes,2,2,Europe,43,No
17823,Married,Male,30000,3,Partial College,Clerical,No,0,1,Europe,43,No
17826,Single,Female,10000,0,Partial High School,Manual,Yes,2,1,Europe,30,No
17832,Married,Male,30000,0,Partial College,Clerical,Yes,1,2,Europe,43,No
28950,Single,Male,90000,0,Bachelors,Professional,Yes,3,7,Pacific,33,No
17836,Single,Female,20000,0,High School,Manual,Yes,1,8,Europe,29,No
17837,Single,Female,30000,0,Partial College,Clerical,Yes,1,9,Europe,29,No
17838,Single,Female,10000,0,Partial High School,Manual,No,2,2,Europe,30,No
17839,Single,Female,10000,0,Partial High School,Manual,Yes,2,3,Europe,31,No
17840,Single,Male,10000,0,Partial High School,Manual,No,2,5,Europe,31,No
17842,Single,Male,20000,0,Partial High School,Manual,Yes,1,6,Europe,31,No
17843,Single,Female,10000,0,Partial High School,Manual,No,2,7,Europe,32,No
29200,Married,Male,60000,0,High School,Professional,Yes,2,1,North America,49,No
28911,Married,Male,90000,1,High School,Management,Yes,3,2,Europe,56,No
17846,Single,Male,30000,0,Partial College,Clerical,No,1,1,Europe,31,No
17850,Single,Male,10000,0,Partial High School,Manual,No,2,1,Europe,33,No
17851,Single,Male,10000,0,Partial High School,Manual,Yes,2,2,Europe,33,No
17852,Married,Female,20000,0,Partial High School,Manual,No,2,7,Europe,33,No
17853,Single,Male,20000,0,Partial High School,Manual,Yes,2,8,Europe,33,No
17854,Single,Male,30000,0,Partial College,Clerical,Yes,1,9,Europe,32,No
17855,Single,Male,20000,0,Partial High School,Manual,No,2,2,Europe,26,No
17856,Single,Male,20000,0,Partial High School,Manual,No,2,3,Europe,25,No
17857,Single,Female,20000,0,Partial High School,Manual,No,2,5,Europe,26,No
17863,Single,Female,40000,0,Bachelors,Professional,Yes,1,6,North America,46,No
17867,Single,Female,50000,0,Partial College,Skilled Manual,No,1,7,North America,39,No
17872,Married,Male,60000,0,Graduate Degree,Skilled Manual,Yes,0,1,North America,35,No
17874,Single,Female,10000,0,Graduate Degree,Manual,Yes,0,1,Europe,39,No
17875,Married,Male,10000,0,Graduate Degree,Manual,Yes,0,2,Europe,44,No
17876,Married,Male,10000,0,Graduate Degree,Manual,Yes,0,7,Europe,44,No
17877,Single,Male,10000,0,Bachelors,Manual,Yes,0,8,Europe,44,No
17878,Married,Female,10000,0,Bachelors,Manual,Yes,0,9,Europe,45,No
17879,Married,Male,10000,0,Bachelors,Manual,Yes,0,2,Europe,45,No
17880,Married,Female,20000,0,Graduate Degree,Clerical,Yes,0,3,Europe,44,No
17881,Married,Female,20000,0,Graduate Degree,Clerical,Yes,0,5,Europe,45,No
17882,Married,Male,20000,0,Graduate Degree,Clerical,Yes,0,6,Europe,45,No
17883,Married,Female,20000,0,Graduate Degree,Clerical,Yes,0,7,Europe,71,No
17884,Married,Female,30000,0,Graduate Degree,Clerical,Yes,0,1,Europe,69,No
17886,Married,Female,10000,0,Bachelors,Manual,Yes,0,2,Europe,48,No
17887,Married,Male,10000,0,Bachelors,Manual,Yes,0,1,Europe,48,No
17888,Single,Female,10000,0,Bachelors,Manual,Yes,0,1,Europe,48,No
17895,Married,Male,10000,0,Partial College,Manual,Yes,1,2,Europe,52,No
17899,Married,Female,20000,0,Bachelors,Clerical,Yes,0,7,Europe,65,No
17901,Married,Male,20000,0,Partial College,Manual,Yes,0,8,Europe,64,No
17903,Married,Female,30000,0,Bachelors,Clerical,Yes,0,9,Europe,64,No
17905,Married,Male,10000,0,Partial College,Manual,Yes,1,2,Pacific,26,No
17906,Married,Male,10000,0,Partial College,Manual,Yes,1,3,Pacific,27,No
17907,Married,Female,10000,0,Partial College,Manual,Yes,1,5,Pacific,27,No
17908,Married,Male,10000,0,Partial College,Manual,Yes,1,6,Pacific,28,No
17930,Married,Female,20000,1,Partial College,Manual,Yes,0,7,Europe,44,No
17931,Married,Male,20000,1,Partial College,Manual,Yes,0,1,Europe,45,No
17935,Married,Female,20000,1,Partial College,Manual,Yes,0,2,Europe,46,No
17936,Married,Female,20000,1,Partial College,Manual,Yes,0,1,Europe,46,No
17938,Single,Male,10000,1,High School,Manual,No,1,1,Europe,47,No
17939,Single,Female,10000,1,High School,Manual,No,1,2,Europe,47,No
17951,Married,Male,10000,1,High School,Manual,Yes,1,7,Europe,36,No
17953,Single,Female,10000,2,High School,Manual,Yes,0,8,Europe,36,No
17954,Single,Female,20000,0,Partial College,Manual,No,1,9,Europe,36,No
17955,Single,Male,20000,0,Partial College,Manual,Yes,1,2,Europe,36,No
17961,Single,Female,20000,0,Partial College,Manual,No,1,3,Europe,36,No
17967,Married,Female,10000,0,Partial College,Manual,No,2,5,Europe,54,No
17970,Single,Male,10000,1,High School,Manual,Yes,2,6,Europe,52,No
